enter_cat,following_cat,nb_cus_cross,nb_cus_enter,nb_cus_follow,nb_customer_tot,confidence,expected,lift
PRODUCT > BERRIES,PRODUCT > GRAPES,6,223,155,11811,3.0,1.0,2.1
PRODUCT > RED/BLUSH WINE,PRODUCT > LIQUOR,3,118,63,11811,3.0,1.0,4.8
PRODUCT > BOTTLED BEER,PRODUCT > LIQUOR,13,421,63,11811,3.0,1.0,5.8
PRODUCT > RUM,PRODUCT > LIQUOR,1,31,63,11811,3.0,1.0,6.0
PRODUCT > FRANKFURTER,PRODUCT > ONIONS,12,414,220,11811,3.0,2.0,1.6
PRODUCT > SPICES,PRODUCT > ONIONS,1,38,220,11811,3.0,2.0,1.4
PRODUCT > MAYONNAISE,PRODUCT > ONIONS,2,66,220,11811,3.0,2.0,1.6
PRODUCT > PORK,PRODUCT > ONIONS,12,389,220,11811,3.0,2.0,1.7
PRODUCT > SOFTENER,PRODUCT > SAUCES,1,32,39,11811,3.0,0.0,9.5
PRODUCT > RUM,PRODUCT > SAUCES,1,31,39,11811,3.0,0.0,9.8
PRODUCT > BRANDY,PRODUCT > WHISKY,1,31,2,11811,3.0,0.0,190.5
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > BERRIES,3,93,237,11811,3.0,2.0,1.6
PRODUCT > BEEF,PRODUCT > BERRIES,12,363,237,11811,3.0,2.0,1.6
PRODUCT > PET CARE,PRODUCT > BERRIES,2,61,237,11811,3.0,2.0,1.6
PRODUCT > SPECIALTY CHEESE,PRODUCT > BERRIES,2,62,237,11811,3.0,2.0,1.6
PRODUCT > DISHES,PRODUCT > CANDLES,2,80,45,11811,3.0,0.0,6.6
PRODUCT > JAM,PRODUCT > CEREALS,1,40,43,11811,3.0,0.0,6.9
PRODUCT > POT PLANTS,PRODUCT > CEREALS,2,76,43,11811,3.0,0.0,7.2
PRODUCT > PET CARE,PRODUCT > CEREALS,2,61,43,11811,3.0,0.0,9.0
PRODUCT > ROOT VEGETABLES,PRODUCT > CHICKEN,26,759,299,11811,3.0,3.0,1.4
PRODUCT > PORK,PRODUCT > CHICKEN,11,389,299,11811,3.0,3.0,1.1
PRODUCT > HAM,PRODUCT > CHICKEN,5,184,299,11811,3.0,3.0,1.1
PRODUCT > MEAT,PRODUCT > CHICKEN,6,178,299,11811,3.0,3.0,1.3
PRODUCT > FROZEN VEGETABLES,PRODUCT > CHICKEN,11,332,299,11811,3.0,3.0,1.3
PRODUCT > CONDENSED MILK,PRODUCT > CHICKEN,2,70,299,11811,3.0,3.0,1.1
PRODUCT > GRAPES,PRODUCT > CHICKEN,5,156,299,11811,3.0,3.0,1.3
PRODUCT > SPICES,PRODUCT > CHICKEN,1,38,299,11811,3.0,3.0,1.0
PRODUCT > KITCHEN TOWELS,PRODUCT > CLEANER,1,30,30,11811,3.0,0.0,13.1
PRODUCT > SLICED CHEESE,PRODUCT > DESSERT,5,166,245,11811,3.0,2.0,1.5
PRODUCT > PHOTO/FILM,PRODUCT > DESSERT,1,35,245,11811,3.0,2.0,1.4
PRODUCT > HAM,PRODUCT > DESSERT,6,184,245,11811,3.0,2.0,1.6
PRODUCT > MAYONNAISE,PRODUCT > DESSERT,2,66,245,11811,3.0,2.0,1.5
PRODUCT > UHT-MILK,PRODUCT > DESSERT,7,240,245,11811,3.0,2.0,1.4
PRODUCT > SOFT CHEESE,PRODUCT > DESSERT,3,120,245,11811,3.0,2.0,1.2
PRODUCT > SPICES,PRODUCT > DESSERT,1,38,245,11811,3.0,2.0,1.3
PRODUCT > SEASONAL PRODUCTS,PRODUCT > KETCHUP,2,77,22,11811,3.0,0.0,13.9
PRODUCT > MEAT SPREADS,PRODUCT > KETCHUP,1,30,22,11811,3.0,0.0,17.9
PRODUCT > CANNED FISH,PRODUCT > MUSTARD,3,96,84,11811,3.0,1.0,4.4
PRODUCT > SAUCES,PRODUCT > MUSTARD,1,36,84,11811,3.0,1.0,3.9
PRODUCT > PASTA,PRODUCT > MUSTARD,3,98,84,11811,3.0,1.0,4.3
PRODUCT > LIQUOR,PRODUCT > NAPKINS,2,63,293,11811,3.0,2.0,1.3
PRODUCT > CHOCOLATE,PRODUCT > NAPKINS,9,270,293,11811,3.0,2.0,1.3
PRODUCT > SOFTENER,PRODUCT > NAPKINS,1,32,293,11811,3.0,2.0,1.3
PRODUCT > CHEWING GUM,PRODUCT > NAPKINS,4,116,293,11811,3.0,2.0,1.4
PRODUCT > KETCHUP,PRODUCT > NAPKINS,1,35,293,11811,3.0,2.0,1.2
PRODUCT > DENTAL CARE,PRODUCT > NAPKINS,1,38,293,11811,3.0,2.0,1.1
PRODUCT > CANDY,PRODUCT > NAPKINS,5,170,293,11811,3.0,2.0,1.2
PRODUCT > MALE COSMETICS,PRODUCT > NAPKINS,1,31,293,11811,3.0,2.0,1.3
PRODUCT > NEWSPAPERS,PRODUCT > NAPKINS,13,378,293,11811,3.0,2.0,1.4
PRODUCT > RUM,PRODUCT > NAPKINS,1,31,293,11811,3.0,2.0,1.3
PRODUCT > CAT FOOD,PRODUCT > NAPKINS,4,156,293,11811,3.0,2.0,1.0
PRODUCT > DENTAL CARE,PRODUCT > WAFFLES,1,38,230,11811,3.0,2.0,1.4
PRODUCT > KITCHEN TOWELS,PRODUCT > WAFFLES,1,30,230,11811,3.0,2.0,1.7
PRODUCT > DISH CLEANER,PRODUCT > WAFFLES,2,62,230,11811,3.0,2.0,1.7
PRODUCT > SPARKLING WINE,PRODUCT > WAFFLES,1,29,230,11811,3.0,2.0,1.8
PRODUCT > BRANDY,PRODUCT > WAFFLES,1,31,230,11811,3.0,2.0,1.7
PRODUCT > CEREALS,PRODUCT > WAFFLES,1,35,230,11811,3.0,2.0,1.5
PRODUCT > RED/BLUSH WINE,PRODUCT > WAFFLES,4,118,230,11811,3.0,2.0,1.7
PRODUCT > PHOTO/FILM,PRODUCT > WAFFLES,1,35,230,11811,3.0,2.0,1.5
PRODUCT > CURD CHEESE,PRODUCT > WAFFLES,1,35,230,11811,3.0,2.0,1.5
PRODUCT > CANNED FISH,PRODUCT > WAFFLES,3,96,230,11811,3.0,2.0,1.6
PRODUCT > CURD CHEESE,PRODUCT > CAT FOOD,1,35,150,11811,3.0,1.0,2.2
PRODUCT > SUGAR,PRODUCT > CAT FOOD,6,221,150,11811,3.0,1.0,2.1
PRODUCT > SAUCES,PRODUCT > CAT FOOD,1,36,150,11811,3.0,1.0,2.2
PRODUCT > PET CARE,PRODUCT > CAT FOOD,2,61,150,11811,3.0,1.0,2.6
PRODUCT > DISH CLEANER,PRODUCT > CAT FOOD,2,62,150,11811,3.0,1.0,2.5
PRODUCT > DISH CLEANER,PRODUCT > COOKWARE,2,62,14,11811,3.0,0.0,27.2
PRODUCT > BRANDY,PRODUCT > COOKWARE,1,31,14,11811,3.0,0.0,27.2
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > DOG FOOD,1,35,58,11811,3.0,0.0,5.8
PRODUCT > CAT FOOD,PRODUCT > PET CARE,4,156,59,11811,3.0,0.0,5.1
PRODUCT > KITCHEN TOWELS,PRODUCT > SOFTENER,1,30,36,11811,3.0,0.0,10.9
PRODUCT > BRANDY,PRODUCT > SOFTENER,1,31,36,11811,3.0,0.0,10.6
PRODUCT > CONDENSED MILK,PRODUCT > UHT-MILK,2,70,234,11811,3.0,2.0,1.4
PRODUCT > KITCHEN TOWELS,PRODUCT > UHT-MILK,1,30,234,11811,3.0,2.0,1.7
PRODUCT > DENTAL CARE,PRODUCT > ZWIEBACK,1,38,41,11811,3.0,0.0,7.6
PRODUCT > SPICES,PRODUCT > BEVERAGES,1,38,158,11811,3.0,1.0,2.0
PRODUCT > SPARKLING WINE,PRODUCT > CHOCOLATE,1,29,299,11811,3.0,3.0,1.4
PRODUCT > SPECIALTY BAR,PRODUCT > CHOCOLATE,4,144,299,11811,3.0,3.0,1.1
PRODUCT > MEAT SPREADS,PRODUCT > CHOCOLATE,1,30,299,11811,3.0,3.0,1.3
PRODUCT > DISH CLEANER,PRODUCT > CHOCOLATE,2,62,299,11811,3.0,3.0,1.3
PRODUCT > BRANDY,PRODUCT > CHOCOLATE,1,31,299,11811,3.0,3.0,1.3
PRODUCT > SPICES,PRODUCT > CHOCOLATE,1,38,299,11811,3.0,3.0,1.0
PRODUCT > CHEWING GUM,PRODUCT > CHOCOLATE,3,116,299,11811,3.0,3.0,1.0
PRODUCT > KITCHEN TOWELS,PRODUCT > CHOCOLATE,1,30,299,11811,3.0,3.0,1.3
PRODUCT > CLING FILM/BAGS,PRODUCT > CHOCOLATE,2,65,299,11811,3.0,3.0,1.2
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > CHOCOLATE,15,456,299,11811,3.0,3.0,1.3
PRODUCT > NAPKINS,PRODUCT > CHOCOLATE,8,281,299,11811,3.0,3.0,1.1
PRODUCT > HYGIENE ARTICLES,PRODUCT > CHOCOLATE,5,183,299,11811,3.0,3.0,1.1
PRODUCT > SAUCES,PRODUCT > CHOCOLATE,1,36,299,11811,3.0,3.0,1.1
PRODUCT > PET CARE,PRODUCT > CHOCOLATE,2,61,299,11811,3.0,3.0,1.3
PRODUCT > MALE COSMETICS,PRODUCT > CHOCOLATE,1,31,299,11811,3.0,3.0,1.3
PRODUCT > RED/BLUSH WINE,PRODUCT > CHOCOLATE,4,118,299,11811,3.0,3.0,1.3
PRODUCT > NEWSPAPERS,PRODUCT > CHOCOLATE,10,378,299,11811,3.0,3.0,1.0
PRODUCT > SHOPPING BAGS,PRODUCT > CHOCOLATE,12,442,299,11811,3.0,3.0,1.1
PRODUCT > BRANDY,PRODUCT > DETERGENT,1,31,112,11811,3.0,1.0,3.4
PRODUCT > DISH CLEANER,PRODUCT > DETERGENT,2,62,112,11811,3.0,1.0,3.4
PRODUCT > DISHES,PRODUCT > DETERGENT,2,80,112,11811,3.0,1.0,2.6
PRODUCT > CAKE BAR,PRODUCT > DETERGENT,3,87,112,11811,3.0,1.0,3.6
PRODUCT > CEREALS,PRODUCT > ICE CREAM,1,35,149,11811,3.0,1.0,2.3
PRODUCT > SPICES,PRODUCT > ICE CREAM,1,38,149,11811,3.0,1.0,2.1
PRODUCT > SAUCES,PRODUCT > ICE CREAM,1,36,149,11811,3.0,1.0,2.2
PRODUCT > CAT FOOD,PRODUCT > MARGARINE,5,156,377,11811,3.0,3.0,1.0
PRODUCT > RUM,PRODUCT > MARGARINE,1,31,377,11811,3.0,3.0,1.0
PRODUCT > PASTA,PRODUCT > MARGARINE,3,98,377,11811,3.0,3.0,1.0
PRODUCT > MALE COSMETICS,PRODUCT > MARGARINE,1,31,377,11811,3.0,3.0,1.0
PRODUCT > CEREALS,PRODUCT > NUT SNACK,1,35,18,11811,3.0,0.0,18.7
PRODUCT > SAUCES,PRODUCT > SKIN CARE,1,36,23,11811,3.0,0.0,14.3
PRODUCT > JAM,PRODUCT > MAYONNAISE,1,40,64,11811,3.0,1.0,4.6
PRODUCT > CAT FOOD,PRODUCT > NEWSPAPERS,5,156,394,11811,3.0,3.0,1.0
PRODUCT > RED/BLUSH WINE,PRODUCT > NEWSPAPERS,4,118,394,11811,3.0,3.0,1.0
PRODUCT > SPARKLING WINE,PRODUCT > NEWSPAPERS,1,29,394,11811,3.0,3.0,1.0
PRODUCT > DISH CLEANER,PRODUCT > NEWSPAPERS,2,62,394,11811,3.0,3.0,1.0
PRODUCT > CHOCOLATE,PRODUCT > NEWSPAPERS,9,270,394,11811,3.0,3.0,1.0
PRODUCT > LIQUOR,PRODUCT > NEWSPAPERS,2,63,394,11811,3.0,3.0,1.0
PRODUCT > MALE COSMETICS,PRODUCT > NEWSPAPERS,1,31,394,11811,3.0,3.0,1.0
PRODUCT > RUM,PRODUCT > PHOTO/FILM,1,31,33,11811,3.0,0.0,11.5
PRODUCT > SOFTENER,PRODUCT > PHOTO/FILM,1,32,33,11811,3.0,0.0,11.2
PRODUCT > SOFTENER,PRODUCT > POT PLANTS,1,32,88,11811,3.0,1.0,4.2
PRODUCT > PHOTO/FILM,PRODUCT > POT PLANTS,1,35,88,11811,3.0,1.0,3.8
PRODUCT > DETERGENT,PRODUCT > POT PLANTS,3,106,88,11811,3.0,1.0,3.8
PRODUCT > SAUCES,PRODUCT > POT PLANTS,1,36,88,11811,3.0,1.0,3.7
PRODUCT > CEREALS,PRODUCT > POT PLANTS,1,35,88,11811,3.0,1.0,3.8
PRODUCT > RUM,PRODUCT > POT PLANTS,1,31,88,11811,3.0,1.0,4.3
PRODUCT > CURD CHEESE,PRODUCT > WHITE WINE,1,35,115,11811,3.0,1.0,2.9
PRODUCT > BRANDY,PRODUCT > WHITE WINE,1,31,115,11811,3.0,1.0,3.3
PRODUCT > DISHES,PRODUCT > WHITE WINE,2,80,115,11811,3.0,1.0,2.6
PRODUCT > KITCHEN TOWELS,PRODUCT > WHITE WINE,1,30,115,11811,3.0,1.0,3.4
PRODUCT > RED/BLUSH WINE,PRODUCT > WHITE WINE,3,118,115,11811,3.0,1.0,2.6
PRODUCT > CURD CHEESE,PRODUCT > BUTTER MILK,1,35,191,11811,3.0,2.0,1.8
PRODUCT > SPICES,PRODUCT > BUTTER MILK,1,38,191,11811,3.0,2.0,1.6
PRODUCT > BERRIES,PRODUCT > BUTTER MILK,6,223,191,11811,3.0,2.0,1.7
PRODUCT > UHT-MILK,PRODUCT > BUTTER MILK,6,240,191,11811,3.0,2.0,1.5
PRODUCT > SPICES,PRODUCT > CANNED BEER,1,38,312,11811,3.0,3.0,1.0
PRODUCT > PET CARE,PRODUCT > CANNED BEER,2,61,312,11811,3.0,3.0,1.2
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > CANNED BEER,1,35,312,11811,3.0,3.0,1.1
PRODUCT > WHITE WINE,PRODUCT > CANNED BEER,3,106,312,11811,3.0,3.0,1.1
PRODUCT > MALE COSMETICS,PRODUCT > CANNED BEER,1,31,312,11811,3.0,3.0,1.2
PRODUCT > CANNED VEGETABLES,PRODUCT > CANNED BEER,2,79,312,11811,3.0,3.0,1.0
PRODUCT > RUM,PRODUCT > CANNED BEER,1,31,312,11811,3.0,3.0,1.2
PRODUCT > SPECIALTY BAR,PRODUCT > CANNED BEER,4,144,312,11811,3.0,3.0,1.1
PRODUCT > CHOCOLATE,PRODUCT > CANNED BEER,7,270,312,11811,3.0,3.0,1.0
PRODUCT > SODA,PRODUCT > CANNED BEER,28,1026,312,11811,3.0,3.0,1.0
PRODUCT > SALTY SNACK,PRODUCT > CANNED BEER,6,208,312,11811,3.0,3.0,1.1
PRODUCT > KETCHUP,PRODUCT > CANNED BEER,1,35,312,11811,3.0,3.0,1.1
PRODUCT > MAYONNAISE,PRODUCT > CANNED BEER,2,66,312,11811,3.0,3.0,1.1
PRODUCT > CEREALS,PRODUCT > CANNED FISH,1,35,99,11811,3.0,1.0,3.4
PRODUCT > SPICES,PRODUCT > CANNED FISH,1,38,99,11811,3.0,1.0,3.1
PRODUCT > KETCHUP,PRODUCT > CANNED FISH,1,35,99,11811,3.0,1.0,3.4
PRODUCT > MEAT SPREADS,PRODUCT > CANNED FISH,1,30,99,11811,3.0,1.0,4.0
PRODUCT > JAM,PRODUCT > CANNED FISH,1,40,99,11811,3.0,1.0,3.0
PRODUCT > PHOTO/FILM,PRODUCT > CHEWING GUM,1,35,135,11811,3.0,1.0,2.5
PRODUCT > DISHES,PRODUCT > CHEWING GUM,2,80,135,11811,3.0,1.0,2.2
PRODUCT > SOFTENER,PRODUCT > CHEWING GUM,1,32,135,11811,3.0,1.0,2.7
PRODUCT > CAKE BAR,PRODUCT > CHEWING GUM,3,87,135,11811,3.0,1.0,3.0
PRODUCT > KITCHEN TOWELS,PRODUCT > DENTAL CARE,1,30,36,11811,3.0,0.0,10.9
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > FRANKFURTER,3,93,394,11811,3.0,3.0,1.0
PRODUCT > HAMBURGER MEAT,PRODUCT > FRANKFURTER,8,230,394,11811,3.0,3.0,1.0
PRODUCT > TROPICAL FRUIT,PRODUCT > FRANKFURTER,26,750,394,11811,3.0,3.0,1.0
PRODUCT > FROZEN MEALS,PRODUCT > FROZEN FISH,5,176,77,11811,3.0,1.0,4.4
PRODUCT > BRANDY,PRODUCT > FROZEN FISH,1,31,77,11811,3.0,1.0,4.9
PRODUCT > MALE COSMETICS,PRODUCT > FROZEN FISH,1,31,77,11811,3.0,1.0,4.9
PRODUCT > SPICES,PRODUCT > FROZEN FISH,1,38,77,11811,3.0,1.0,4.0
PRODUCT > CURD CHEESE,PRODUCT > FROZEN FISH,1,35,77,11811,3.0,1.0,4.4
PRODUCT > FROZEN DESSERT,PRODUCT > HARD CHEESE,2,67,181,11811,3.0,2.0,1.9
PRODUCT > CANNED VEGETABLES,PRODUCT > HARD CHEESE,2,79,181,11811,3.0,2.0,1.7
PRODUCT > SPICES,PRODUCT > HARD CHEESE,1,38,181,11811,3.0,2.0,1.7
PRODUCT > RUM,PRODUCT > NUTS/PRUNES,1,31,23,11811,3.0,0.0,16.6
PRODUCT > BRANDY,PRODUCT > NUTS/PRUNES,1,31,23,11811,3.0,0.0,16.6
PRODUCT > CHEWING GUM,PRODUCT > SALTY SNACK,3,116,228,11811,3.0,2.0,1.3
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > SALTY SNACK,13,456,228,11811,3.0,2.0,1.5
PRODUCT > ICE CREAM,PRODUCT > SALTY SNACK,4,148,228,11811,3.0,2.0,1.4
PRODUCT > DENTAL CARE,PRODUCT > SALTY SNACK,1,38,228,11811,3.0,2.0,1.4
PRODUCT > SHOPPING BAGS,PRODUCT > SALTY SNACK,13,442,228,11811,3.0,2.0,1.5
PRODUCT > PHOTO/FILM,PRODUCT > SALTY SNACK,1,35,228,11811,3.0,2.0,1.5
PRODUCT > BAKING POWDER,PRODUCT > SALTY SNACK,3,117,228,11811,3.0,2.0,1.3
PRODUCT > CHOCOLATE,PRODUCT > SALTY SNACK,7,270,228,11811,3.0,2.0,1.3
PRODUCT > CANDY,PRODUCT > SALTY SNACK,5,170,228,11811,3.0,2.0,1.5
PRODUCT > SEASONAL PRODUCTS,PRODUCT > SALTY SNACK,2,77,228,11811,3.0,2.0,1.3
PRODUCT > CAT FOOD,PRODUCT > SALTY SNACK,4,156,228,11811,3.0,2.0,1.3
PRODUCT > RUM,PRODUCT > SALTY SNACK,1,31,228,11811,3.0,2.0,1.7
PRODUCT > CANNED FISH,PRODUCT > SALTY SNACK,3,96,228,11811,3.0,2.0,1.6
PRODUCT > RUM,PRODUCT > SOFT CHEESE,1,31,128,11811,3.0,1.0,3.0
PRODUCT > CURD CHEESE,PRODUCT > SOFT CHEESE,1,35,128,11811,3.0,1.0,2.6
PRODUCT > BAKING POWDER,PRODUCT > WHITE BREAD,4,117,297,11811,3.0,3.0,1.4
PRODUCT > PHOTO/FILM,PRODUCT > WHITE BREAD,1,35,297,11811,3.0,3.0,1.1
PRODUCT > OIL,PRODUCT > WHITE BREAD,5,194,297,11811,3.0,3.0,1.0
PRODUCT > SAUCES,PRODUCT > WHITE BREAD,1,36,297,11811,3.0,3.0,1.1
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > WHITE BREAD,6,224,297,11811,3.0,3.0,1.1
PRODUCT > CEREALS,PRODUCT > WHITE BREAD,1,35,297,11811,3.0,3.0,1.1
PRODUCT > FROZEN DESSERT,PRODUCT > CANNED FRUIT,2,67,20,11811,3.0,0.0,17.6
PRODUCT > DENTAL CARE,PRODUCT > CANNED FRUIT,1,38,20,11811,3.0,0.0,15.5
PRODUCT > MALE COSMETICS,PRODUCT > DISH CLEANER,1,31,71,11811,3.0,1.0,5.4
PRODUCT > PHOTO/FILM,PRODUCT > DISH CLEANER,1,35,71,11811,3.0,1.0,4.8
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > DISH CLEANER,1,35,71,11811,3.0,1.0,4.8
PRODUCT > SPARKLING WINE,PRODUCT > DISH CLEANER,1,29,71,11811,3.0,1.0,5.7
PRODUCT > SAUCES,PRODUCT > DISH CLEANER,1,36,71,11811,3.0,1.0,4.6
PRODUCT > KITCHEN TOWELS,PRODUCT > DISH CLEANER,1,30,71,11811,3.0,1.0,5.5
PRODUCT > KETCHUP,PRODUCT > DISH CLEANER,1,35,71,11811,3.0,1.0,4.8
PRODUCT > MEAT SPREADS,PRODUCT > FROZEN MEALS,1,30,186,11811,3.0,2.0,2.1
PRODUCT > KETCHUP,PRODUCT > FROZEN MEALS,1,35,186,11811,3.0,2.0,1.8
PRODUCT > BEVERAGES,PRODUCT > FROZEN MEALS,5,159,186,11811,3.0,2.0,2.0
PRODUCT > PASTA,PRODUCT > FROZEN MEALS,3,98,186,11811,3.0,2.0,1.9
PRODUCT > PHOTO/FILM,PRODUCT > FROZEN MEALS,1,35,186,11811,3.0,2.0,1.8
PRODUCT > FROZEN VEGETABLES,PRODUCT > FROZEN MEALS,11,332,186,11811,3.0,2.0,2.1
PRODUCT > CEREALS,PRODUCT > FROZEN MEALS,1,35,186,11811,3.0,2.0,1.8
PRODUCT > FROZEN DESSERT,PRODUCT > FROZEN MEALS,2,67,186,11811,3.0,2.0,1.9
PRODUCT > KETCHUP,PRODUCT > MEAT SPREADS,1,35,34,11811,3.0,0.0,9.9
PRODUCT > CHEWING GUM,PRODUCT > BAKING POWDER,3,116,118,11811,3.0,1.0,2.6
PRODUCT > MEAT SPREADS,PRODUCT > BAKING POWDER,1,30,118,11811,3.0,1.0,3.3
PRODUCT > SPARKLING WINE,PRODUCT > BAKING POWDER,1,29,118,11811,3.0,1.0,3.5
PRODUCT > CEREALS,PRODUCT > BAKING POWDER,1,35,118,11811,3.0,1.0,2.9
PRODUCT > KITCHEN TOWELS,PRODUCT > BAKING POWDER,1,30,118,11811,3.0,1.0,3.3
PRODUCT > JAM,PRODUCT > BAKING POWDER,1,40,118,11811,3.0,1.0,2.5
PRODUCT > PASTA,PRODUCT > BAKING POWDER,3,98,118,11811,3.0,1.0,3.1
PRODUCT > SUGAR,PRODUCT > BAKING POWDER,7,221,118,11811,3.0,1.0,3.2
PRODUCT > CURD CHEESE,PRODUCT > BAKING POWDER,1,35,118,11811,3.0,1.0,2.9
PRODUCT > PROCESSED CHEESE,"PRODUCT > CREAM CHEESE ",3,110,284,11811,3.0,2.0,1.1
PRODUCT > CONDENSED MILK,"PRODUCT > CREAM CHEESE ",2,70,284,11811,3.0,2.0,1.2
PRODUCT > BUTTER MILK,"PRODUCT > CREAM CHEESE ",7,203,284,11811,3.0,2.0,1.4
PRODUCT > SPICES,"PRODUCT > CREAM CHEESE ",1,38,284,11811,3.0,2.0,1.1
PRODUCT > CEREALS,"PRODUCT > CREAM CHEESE ",1,35,284,11811,3.0,2.0,1.2
PRODUCT > SOFT CHEESE,"PRODUCT > CREAM CHEESE ",4,120,284,11811,3.0,2.0,1.4
PRODUCT > WHIPPED/SOUR CREAM,"PRODUCT > CREAM CHEESE ",14,492,284,11811,3.0,2.0,1.2
PRODUCT > BEVERAGES,"PRODUCT > CREAM CHEESE ",4,159,284,11811,3.0,2.0,1.0
PRODUCT > BUTTER MILK,PRODUCT > SLICED CHEESE,6,203,171,11811,3.0,1.0,2.0
PRODUCT > CURD CHEESE,PRODUCT > SLICED CHEESE,1,35,171,11811,3.0,1.0,2.0
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > SPECIALTY BAR,1,35,150,11811,3.0,1.0,2.2
PRODUCT > DISH CLEANER,PRODUCT > SPECIALTY BAR,2,62,150,11811,3.0,1.0,2.5
PRODUCT > PHOTO/FILM,PRODUCT > SPECIALTY BAR,1,35,150,11811,3.0,1.0,2.2
PRODUCT > DENTAL CARE,PRODUCT > SPECIALTY BAR,1,38,150,11811,3.0,1.0,2.1
PRODUCT > WAFFLES,PRODUCT > SPECIALTY BAR,6,224,150,11811,3.0,1.0,2.1
PRODUCT > BRANDY,PRODUCT > SPECIALTY BAR,1,31,150,11811,3.0,1.0,2.5
PRODUCT > SHOPPING BAGS,PRODUCT > SPECIALTY BAR,12,442,150,11811,3.0,1.0,2.1
PRODUCT > DETERGENT,PRODUCT > SPECIALTY BAR,3,106,150,11811,3.0,1.0,2.2
PRODUCT > CURD CHEESE,PRODUCT > SPREAD CHEESE,1,35,70,11811,3.0,1.0,4.8
PRODUCT > SOFTENER,PRODUCT > SPREAD CHEESE,1,32,70,11811,3.0,1.0,5.3
PRODUCT > JAM,PRODUCT > SWEET SPREADS,1,40,58,11811,3.0,0.0,5.1
PRODUCT > SALT,PRODUCT > SWEET SPREADS,2,73,58,11811,3.0,0.0,5.6
PRODUCT > PASTA,PRODUCT > SWEET SPREADS,3,98,58,11811,3.0,0.0,6.2
PRODUCT > SALT,PRODUCT > CONDENSED MILK,2,73,67,11811,3.0,1.0,4.8
PRODUCT > MALE COSMETICS,PRODUCT > FLOWER (SEEDS),1,31,45,11811,3.0,0.0,8.5
PRODUCT > PHOTO/FILM,PRODUCT > FLOWER (SEEDS),1,35,45,11811,3.0,0.0,7.5
PRODUCT > SOFTENER,PRODUCT > FLOWER (SEEDS),1,32,45,11811,3.0,0.0,8.2
PRODUCT > BRANDY,PRODUCT > FROZEN DESSERT,1,31,73,11811,3.0,1.0,5.2
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > FROZEN DESSERT,4,122,73,11811,3.0,1.0,5.3
PRODUCT > CANNED VEGETABLES,PRODUCT > HAMBURGER MEAT,2,79,224,11811,3.0,2.0,1.3
PRODUCT > BEEF,PRODUCT > HAMBURGER MEAT,10,363,224,11811,3.0,2.0,1.5
PRODUCT > SAUCES,PRODUCT > HAMBURGER MEAT,1,36,224,11811,3.0,2.0,1.5
PRODUCT > MEAT SPREADS,PRODUCT > INSTANT COFFEE,1,30,43,11811,3.0,0.0,9.2
PRODUCT > DENTAL CARE,PRODUCT > MALE COSMETICS,1,38,24,11811,3.0,0.0,13.0
PRODUCT > SAUCES,PRODUCT > RED/BLUSH WINE,1,36,101,11811,3.0,1.0,3.2
PRODUCT > JAM,PRODUCT > SPARKLING WINE,1,40,22,11811,3.0,0.0,13.4
PRODUCT > DISH CLEANER,PRODUCT > CLING FILM/BAGS,2,62,58,11811,3.0,0.0,6.6
PRODUCT > FEMALE SANITARY PRODUCTS,PRODUCT > CLING FILM/BAGS,1,35,58,11811,3.0,0.0,5.8
PRODUCT > RUM,PRODUCT > CLING FILM/BAGS,1,31,58,11811,3.0,0.0,6.6
PRODUCT > CAKE BAR,PRODUCT > MISC. BEVERAGES,3,87,153,11811,3.0,1.0,2.7
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > MISC. BEVERAGES,7,224,153,11811,3.0,1.0,2.4
PRODUCT > RUM,PRODUCT > MISC. BEVERAGES,1,31,153,11811,3.0,1.0,2.5
PRODUCT > HYGIENE ARTICLES,PRODUCT > MISC. BEVERAGES,5,183,153,11811,3.0,1.0,2.1
PRODUCT > PHOTO/FILM,PRODUCT > MISC. BEVERAGES,1,35,153,11811,3.0,1.0,2.2
PRODUCT > CANNED BEER,PRODUCT > MISC. BEVERAGES,8,310,153,11811,3.0,1.0,2.0
PRODUCT > BAKING POWDER,PRODUCT > MISC. BEVERAGES,3,117,153,11811,3.0,1.0,2.0
PRODUCT > CURD CHEESE,PRODUCT > POTATO PRODUCTS,1,35,19,11811,3.0,0.0,17.8
PRODUCT > DENTAL CARE,PRODUCT > ARTIF. SWEETENER,1,38,21,11811,3.0,0.0,14.8
PRODUCT > WAFFLES,PRODUCT > HYGIENE ARTICLES,6,224,176,11811,3.0,1.0,1.8
PRODUCT > CHEWING GUM,PRODUCT > HYGIENE ARTICLES,3,116,176,11811,3.0,1.0,1.7
